client_id,id_ind,names,sex,birth_date,hometown,occupation_code,marriage,education,remit_bank,remit_branch,remit_account,transfer_bank,transfer_account,card_bank,credit_card_no,sign_ptn_card,risk_suit_seq,fatca_ind
6248872961,5,李惠雯,0,070/09/09,蒲隆地,17127,1,1,807,4189,5600425543587422,121,2858030838762055,672,4160598590914090986,Y,667,8
7754264060,3,張淑惠,2,091/07/18,葡萄牙,82386,3,3,509,345,440440688116743,613,6091521452269209,583,4041145110951775,N,318,1
6737772114,6,曹俊宏,2,075/10/09,坦尚尼亞,34055,2,1,164,141,8384413668372052,171,3653639202465630,138,587771777402,N,295,0
4789542753,3,夏瑋婷,1,082/09/06,比利時,40614,3,2,246,2200,1920808701108924,972,441287772833138,315,6011358174899209,Y,70,9
7626159816,1,姚瑋婷,1,101/10/30,聖露西亞,14375,9,1,341,6499,9657838006362721,985,8718790775002535,764,4706435968098378053,Y,965,1
9700010003,2,溫惠雯,1,051/10/10,牙買加,76461,9,3,733,2934,6421138430332369,180,3791219118054348,967,344775709903563,Y,766,1
5067161955,2,郭佳慧,0,075/10/15,法屬玻里尼西亞,75977,3,3,246,5148,1955957289280294,135,6523427518770127,376,4803579147835213490,Y,826,0
6800196775,1,張羽,2,081/09/19,捷克,53803,2,4,243,8552,2226183146734334,671,9466118254368450,408,4863132321322785,N,372,9
4648652170,4,楊庭瑋,1,046/08/19,幾內亞,8645,9,2,606,4742,7398053197406148,952,2513430913422174,133,4135206867851472,N,31,8
3024354614,9,劉嘉玲,1,045/10/15,烏干達,44081,2,3,123,7301,8753062805440627,496,46761759824005,431,4432470018764188,Y,401,9
8901553395,3,林家銘,0,018/03/07,塞浦路斯,47891,2,5,655,2446,3875126602818594,885,4038357479492717,994,30446230682600,Y,318,9
418586627,2,張詩涵,0,041/11/26,敘利亞,86283,4,4,746,1910,4988745927784803,667,9386426298843934,93,180064303055279,Y,853,9
149550044,3,黃淑惠,0,054/05/09,加彭,87318,1,2,718,7957,1854564691779751,651,8217227721722449,79,6505064793016679,N,350,1
287888760,9,陳怡君,0,031/12/28,法屬玻里尼西亞,68308,9,3,771,7471,8045926805087122,671,3604405160472424,311,213101302212583,Y,915,8
974483941,4,劉宜君,0,093/04/18,亞塞拜然,88304,4,3,242,8696,650716849836457,799,4206300132019851,50,4529931057511,N,533,9
6100543683,6,何馨儀,1,098/02/24,希臘,1421,9,4,233,6196,6948404171126783,360,181232111630351,355,376440490819905,N,184,0
1677742061,5,王家豪,1,102/10/28,越南,20014,4,2,296,9256,7207532140978078,44,4468577865554425,185,30386502768606,N,91,1
1237087914,9,王彥廷,2,033/01/23,諾魯,27868,5,5,155,9908,4120665584894787,591,6948050213792878,102,639051054588,N,382,1
3903514529,5,韓志偉,1,020/04/06,幾內亞,2184,4,1,806,5234,6712757518246210,882,4129353705215115,554,4663061738762,Y,561,8
9933500688,5,谷郁雯,2,075/11/01,香港,59254,1,1,734,7512,3916439602480934,251,375561928503306,333,6011213587715791,N,45,9
5356108175,6,謝冠廷,0,076/10/25,尚比亞,40084,9,5,70,9918,4808976383434887,737,4902190050116693,603,3523535216907623,N,675,1
2019981416,6,吳瑋婷,2,021/01/09,加拿大,41698,4,5,738,6418,7416920359537209,313,3545972555076335,833,180089517660879,N,96,8
8405306010,9,王龍,0,083/09/04,喬治亞,17061,9,1,288,8508,1214185607986813,322,4180424529537132,827,4176297615118,Y,879,9
9167704075,2,蔣家瑜,2,101/01/23,馬其頓,86534,5,3,184,5319,3489742866064263,736,4931229195328108,79,639030612787,Y,619,9
570795504,9,崔宇軒,1,019/02/10,塞席爾,36772,2,3,596,1889,5840533728299548,241,718358619276002,412,2249730436093701,N,979,1
5018344083,4,呂怡安,1,011/03/13,科威特,54326,4,2,351,2817,6737757880367011,826,8126016913860653,307,4431471586315543349,N,439,8
3511144842,9,王雅萍,1,072/11/29,匈牙利,61347,3,4,730,7047,4550690310451114,106,5622393811606616,448,6011989113869273,N,493,9
5731531109,3,王詩涵,1,013/12/02,聖露西亞,90196,1,5,542,6490,2774189837583358,894,9302498661804694,732,36286586853429,Y,832,0
8360888140,6,翟羽,0,011/09/10,義大利,13970,4,3,970,6703,8312073988436158,790,2256831468887334,506,639099630456,N,418,8
6684582167,4,郭雅惠,2,074/03/21,巴林,25490,3,5,116,6348,2085290052502191,523,2027159685796149,484,3599197704564207,Y,964,1
1234971993,3,甘淑華,2,036/07/29,緬甸,38072,2,4,90,1713,880458619641326,311,6509490866624595,139,4513774474785,N,943,9
116930273,6,王淑華,1,101/06/30,香港,53158,4,2,789,3061,6361472672301197,661,4277734533077338,327,676137911928,N,90,0
7257014306,3,鞠馨儀,2,102/11/23,塞席爾,81424,2,5,537,378,9861315007169886,655,4975544475722086,93,30081834719688,N,915,1
8323329542,1,周雅琪,2,028/06/10,尼日,27837,9,1,482,9977,1907722765003179,831,9212815433030177,931,5335102136220125,Y,449,0
7750033983,5,謝淑華,1,088/11/18,印尼,54409,3,2,352,4047,8733877919539987,355,2259826837339350,377,4207911099838938212,N,680,1
9830635722,5,應雅筑,1,051/06/07,賴索托,87189,1,4,85,3304,1775064624875570,594,774494332382991,43,4869263923694,Y,109,9
3070238361,3,汪淑華,1,063/10/08,約旦,79151,2,3,516,1837,9866159884641185,845,3421278672856920,44,370245204358850,N,703,0
1942025514,2,張家瑋,2,048/12/19,芬蘭,58293,2,1,858,6507,49809346959360,579,7960239961645311,739,30556457768146,Y,347,9
8965776902,6,馮雅筑,1,030/03/04,奈及利亞,67864,1,5,778,4901,7521735912665080,154,4841577731187710,811,4918024006461,N,786,1
444943661,4,趙佳玲,1,027/07/07,科威特,98163,2,1,75,2822,6117739230782457,314,1088646376916861,92,4703978742343980611,Y,253,8
1168118741,6,郝惠雯,0,067/08/04,南非,14908,9,5,720,5447,3027998987331619,469,6382170634603959,470,4570579132377345251,Y,361,1
8974238046,2,龔鈺婷,0,082/02/28,諾魯,79034,4,1,337,6062,8175076897949272,32,3760849797803838,436,2285371950184355,N,513,8
877346669,6,張龍,0,014/09/10,波蘭,63892,5,5,389,1184,8033541015647528,481,524113928818335,360,30574611960962,N,333,8
3422972094,5,段郁雯,1,055/09/12,馬其頓,95187,9,5,846,8759,5212239393266438,881,3401078216528207,43,4617542846176256830,Y,896,8
6626478597,1,張郁婷,1,017/12/10,象牙海岸,29958,1,3,955,5232,2875237226144693,663,242410402874546,139,6582873394510153,Y,560,9
3727502509,2,王詩婷,0,091/10/30,茅利塔尼亞,20923,3,1,51,6539,4523265021851321,742,2566348480000735,733,5431692746920778,N,871,1
7228120178,3,吳雅玲,1,050/04/30,迦納,45365,4,1,473,6204,3900670237964869,797,2811417820690991,540,568623198351,N,835,9
2777568330,5,侯鈺婷,2,050/07/29,諾魯,97711,4,5,133,3351,6143617484510296,128,1466935165694087,928,503877216054,N,199,1
2330777642,3,王琬婷,2,080/12/21,波札那,96701,9,4,877,6724,6627840817291752,592,8519676647048492,888,5581164097082952,N,897,1
1177041884,9,馬志宏,2,087/08/29,薩爾瓦多,20865,9,1,777,9437,6642724355280828,154,9928713923246717,333,4033132602732020,Y,133,9
4003895132,6,姚思穎,0,068/03/22,斐濟,44367,2,5,829,9305,2690804923230354,867,4972969437763462,739,347002981017302,N,221,8
8933340001,1,徐冠宇,2,031/02/06,愛爾蘭,20001,3,4,26,4102,2510614150579296,714,6048124187786625,588,6011997170306816,N,68,1
9374365655,1,郭思穎,2,100/08/13,委內瑞拉,63332,3,5,871,1871,9663234844060124,391,235544621160260,783,375323783558631,N,954,8
7755939567,3,黎俊賢,2,025/07/19,阿路巴,71224,3,2,818,96,9558972216092874,571,9811671826043686,462,3590720444605672,N,118,8
1142714879,9,楊庭瑋,2,045/07/27,薩爾瓦多,78852,3,4,559,1555,1437782766026457,377,4665469861616301,485,4649251766685026,Y,166,9
1751323556,5,黃欣怡,1,020/05/07,寮國,17241,5,3,335,8412,7916566879240844,857,7941440033541414,45,4246487909061741251,N,723,0
4600941933,6,樸欣怡,2,110/01/27,阿根廷,58751,4,4,578,8826,239070170738839,482,3830968473376405,647,6011378152415141,N,945,1
5459155577,1,常欣怡,0,075/11/06,伊拉克,21047,4,2,873,1417,7029475301331009,386,4555946858024837,543,4765038721371299,Y,639,9
2673407718,4,佟馨儀,2,017/06/07,模里西斯,90373,5,4,279,9006,2862796996457442,852,5640481849206330,541,4910901868907,N,497,9
9832663105,2,吳惠婷,2,021/09/11,喀麥隆,84834,4,5,771,5586,7719533949503727,118,1746909649409823,630,562735187683,Y,426,9
5342472293,1,王志宏,2,048/02/08,蓋亞那,9896,2,3,848,9022,7811462568061990,328,1506527109715936,997,4460803154352,N,397,8
797174017,3,文怡伶,0,024/06/27,厄瓜多爾,75744,3,5,770,1173,8701534907440613,279,6916669049246506,762,6011828778439008,Y,897,1
6248453258,2,朱佳樺,0,037/11/11,瓜地馬拉,78289,5,3,655,6602,309912910770484,683,2670184051307390,298,4900555745972,N,715,0
7008595527,6,方俊傑,0,012/09/27,馬爾地夫,48431,4,1,297,8718,5274492070721806,297,7339696341387376,518,5237466359403992,N,730,9
3252623833,2,張惠如,0,090/07/09,澳門,55036,5,2,608,1235,9047270876125244,764,632849718299517,210,38373926862951,N,278,9
9077643489,1,張怡君,1,088/10/25,秘魯,67077,2,5,936,2852,9571264598428325,730,9848669051903467,153,4074508600951888,Y,354,9
3406149169,4,田心怡,0,061/03/29,秘魯,86353,4,1,246,6482,6480030083534824,10,5994187097500186,545,213175939912054,N,664,0
738173667,5,楊雅惠,0,042/01/11,埃及,81698,4,4,108,6095,9801061424251359,841,2215069579117818,597,3540285760037448,N,926,1
9350181427,6,鄭惠雯,1,033/07/18,百慕達,63237,5,5,164,4995,1750819200399148,327,2904313195144039,855,379113401228584,N,726,9
7240010177,4,王傑克,0,066/07/16,阿路巴,59531,9,1,899,6941,8281860253111409,375,7887859126789017,109,6531703911709156,Y,669,1
9289908324,6,張飛,1,089/11/26,布吉納法索,93559,4,3,707,3578,1220594977600759,296,2254197470274147,247,213141972947159,N,920,9
1844919454,9,唐怡萱,0,106/02/21,緬甸,85593,4,3,874,5802,9093053001097099,511,6184523485564405,471,4505735407284,Y,512,1
3801441238,5,曾美玲,1,074/05/22,突尼西亞,45418,4,3,249,3745,8107791099850296,678,967938093343302,675,341206495997430,N,73,0
7539729516,6,王彥廷,1,031/03/06,摩爾多瓦,43212,1,4,731,1095,2110967577759896,153,9344397853338310,601,4786567903524627,Y,429,8
3337351579,1,宮威廷,2,076/01/17,哥倫比亞,66125,2,4,679,8835,657023121585255,749,3651498461886584,214,3564482435838745,Y,987,8
6736511044,6,劉家銘,2,013/05/13,新喀里多尼亞,30509,9,4,684,3771,2335408089851116,145,5766804222028504,160,38231590679988,Y,574,9
2477862490,1,董雅萍,1,056/03/08,索羅門群島,75863,3,5,199,6495,9270797027106075,954,1004689003533774,274,3537307133601943,Y,788,1
3302622140,3,茍冠宇,1,067/03/22,茅利塔尼亞,58630,5,4,233,4323,3719561274590355,520,9963384690261572,24,3569336843719753,N,432,0
9951312293,1,余怡君,0,055/01/10,葉門,15458,9,4,169,3788,4454792466409394,113,9836492103290029,204,342606488871170,Y,172,9
1360332460,4,張郁婷,2,029/01/30,法屬玻里尼西亞,8979,5,1,606,3628,9913081926603574,267,690896948904,571,4423622087229,N,333,1
3022840740,5,戴冠霖,2,073/12/03,蒙古,94877,4,1,591,232,4740885138158229,595,9308983726578044,53,501814410046,Y,317,9
730192193,1,範詩涵,0,100/12/17,哥斯大黎加,18370,5,4,153,6136,4966192603328025,133,8224706820327556,424,213144496548222,Y,957,1
2637696904,1,田雅琪,1,048/07/19,阿爾及利亞,48119,5,4,437,5878,4550293102705268,953,5195385049557179,444,373324086980375,N,190,0
5335537093,2,張柏翰,1,080/02/02,伊拉克,43554,2,1,658,6923,8388518234216270,601,3576701344364623,482,4094510896294094,N,279,0
6169152284,4,董琬婷,2,056/04/18,迦納,42062,2,5,426,3864,3924080691157483,889,9524806683699951,319,6524271138963922,Y,367,9
5368999291,6,寧傑克,0,045/04/07,捷克,17108,2,2,917,7023,8916533322361452,11,1117554556645063,283,3582170549088301,Y,471,8
5508485381,2,黃傑克,2,051/06/18,盧安達,48320,1,5,439,8645,7311958842408118,933,8074905993747319,890,180084104078288,N,5,9
9453004176,3,許俊傑,0,028/07/19,獅子山,5702,4,2,884,6233,1317894694281371,261,824301301809564,782,180062368604049,Y,271,9
6823558428,9,張宜君,1,066/07/29,索馬利亞,72544,3,4,14,1922,4729512715904504,862,1670888515893861,676,5143937259148815,Y,105,0
4229710613,6,姜惠如,2,020/06/09,哥倫比亞,12451,2,4,607,4346,7888265849138454,96,1881059024374798,638,30349693432309,N,661,1
6372476260,4,陶雅琪,2,037/11/15,荷蘭,17216,4,5,382,9250,3625281292117685,202,8132758926414942,544,4520175806346899,Y,78,0
1288789762,3,張心怡,2,024/09/22,克羅埃西亞,77567,2,1,934,6189,7964834663952173,381,3263852068188451,536,2270585361580326,N,435,1
5151399593,1,楊冠宇,2,034/11/07,比利時,87002,9,1,328,8520,2027570149853700,531,4826967400558285,334,4750358795239967309,Y,595,0
4063067265,9,彭筱涵,1,094/12/14,瓜地馬拉,91774,2,1,728,1743,8477903611964848,463,164853315727780,355,4508668270016556,N,437,0
673936986,6,邵靜宜,1,060/10/29,捷克,97550,9,1,731,753,5287124510429853,745,891384761036001,159,3545944291232598,Y,520,8
970334646,4,郝靜宜,2,035/12/30,挪威,87537,9,2,741,6975,5812395520956434,885,390636867240573,336,3517855790816083,Y,353,9
9762731368,6,羅雅慧,2,099/03/02,厄瓜多爾,80908,9,4,839,5828,9490716548064277,133,6817391907525940,620,30586238760195,Y,673,9
8613958740,6,夏欣怡,0,066/10/26,菲律賓,97911,4,5,360,1438,8097297255139354,697,9354229359653749,350,4003742633042508,Y,474,8
2247385393,4,姜哲瑋,0,097/11/25,直布羅陀,25971,1,3,90,3404,7484228767310096,364,2925411724222037,682,377109395629904,N,737,8
2020752119,3,黎雅慧,0,031/10/09,孟加拉,46384,2,1,376,8972,6202347108987027,330,7696567790407524,908,3562820550333228,Y,373,8
6237294508,9,陳佳樺,1,022/07/30,比利時,29430,5,4,658,6134,6589138417910815,582,8471348154633348,638,4538856517965503,N,500,8
8939293090,4,莫雅惠,0,060/08/17,德國,20397,1,1,701,8649,5685756401039836,340,8190727867429825,318,2225825255833829,Y,230,8
4154296330,2,朱欣怡,2,084/03/05,烏干達,49210,2,3,1,7820,7253730195487226,338,585417260123097,709,4771348685836670076,Y,110,8
6093371268,3,楊家瑋,1,016/11/17,哥倫比亞,13208,2,3,416,3949,158334973174362,833,6750796707715004,15,3568008652734493,N,295,0
9560927383,6,賀建宏,0,091/08/01,科克群島,64842,9,5,562,5526,4272334653578378,516,7805868316373212,646,6011373591223727,Y,926,1
4769183211,4,柴信宏,0,091/11/18,菲律賓,79507,4,2,426,8894,1703075592551129,25,6319957299746800,435,180050514562583,N,48,9
3918399399,9,田飛,2,061/02/20,巴拿馬,53401,3,5,711,6268,1018164099902149,845,3868068321502873,457,213169329843672,Y,433,9
9881846048,4,劉淑娟,2,102/10/14,秘魯,74764,3,5,294,3295,4637542096968114,516,4287281188705759,820,3540118258425769,N,263,0
7398274169,3,李淑華,0,031/04/28,獅子山,66814,2,3,846,6923,6823598451174635,32,4639002122169912,473,4548888358144,N,387,0
116330369,1,楊俊宏,1,079/11/29,馬拉威,88935,5,2,814,4920,1066805494593142,157,5724473633301178,469,4638901223910,N,466,8
3629816240,5,陳雅惠,0,066/01/07,瑞士,60349,2,2,980,3066,3216655251442630,582,7008666515182068,801,4825261622209917,N,830,9
3103092231,3,潘雅芳,1,065/05/15,墨西哥,64896,5,3,752,4891,7580352772992649,5,3507402778520489,12,4794363311717,Y,521,8
9759609649,3,劉筱涵,0,041/11/22,剛果共和國,83041,9,3,797,4493,18490215206247,473,8625026592549063,922,4630986968360,Y,763,0
64496719,6,黃靜宜,1,079/04/23,英國,38960,1,5,842,6932,5847297738644116,580,2363905705802175,354,4677774960384596,Y,395,0
8607409623,5,張怡君,1,040/05/13,烏拉圭,13255,3,1,459,6634,4155591354198780,230,6671160330807333,621,3524561844614307,N,401,1
7993717092,4,安郁婷,1,025/07/02,烏干達,12610,2,1,244,7894,8920637189287681,767,8758695541545639,244,676391968267,N,186,0
6900445555,2,遊詩婷,1,086/06/20,哥斯大黎加,89903,9,1,914,1507,6287697234546313,722,8509664349285982,172,213194808939338,N,991,8
4138867826,3,蘇雅文,2,096/10/09,香港,1058,5,4,669,5469,9106624040501243,748,1185641740281564,367,340347948609510,Y,80,0
2140593396,3,蒙惠雯,1,022/10/30,查德,28883,1,1,365,7374,8498165649434487,845,6683640549059869,614,6576769464965855,Y,422,9
2642751694,1,張宜庭,1,107/11/05,巴林,3205,9,2,186,8950,2369572834687200,967,7528913276130231,956,346787043747521,Y,317,8
929935487,6,黎佳玲,1,075/04/14,多哥,94757,5,2,205,1750,1969315951189827,724,8668090454656522,628,4943023228866,Y,199,1
4984064206,6,邱雅筑,1,043/02/09,馬來西亞,38207,9,2,133,2541,9618818141638819,788,1723424660328382,143,180019304831847,N,307,0
9020939477,4,張家瑋,2,081/08/05,巴布亞紐幾內亞,7058,9,3,951,1140,9018072111336491,688,5883522133496433,374,4007743422291997,N,68,9
5355759313,6,李飛,2,073/05/20,尼日,83046,4,2,856,9279,1925565735236429,690,6923016335059545,24,4756123942219021,N,524,1
7431985377,9,陳冠廷,0,104/11/22,荷蘭,86484,3,5,295,9101,4031084569545425,40,6516340899509221,874,4894124122876568671,N,992,8
6342512388,1,趙馨儀,2,074/04/11,聖露西亞,15827,3,4,324,7343,2493175634921962,504,7560428213578570,383,4180231186913,Y,709,9
3168239698,5,葉怡婷,2,073/12/06,聖露西亞,13398,5,1,419,2940,1032883068685184,411,2247331439807464,804,4953536941643332,N,780,9
5936554097,9,胡冠霖,1,036/05/21,玻利維亞,63730,1,2,529,7923,3530388740774762,66,8200354391617310,934,180004581008897,Y,253,0
4666202491,4,侯怡萱,2,108/08/26,衣索匹亞,66054,1,1,689,1460,5651209681663037,716,5115338895911928,53,3517610759482454,N,772,1
3126855952,3,高冠霖,2,065/07/04,象牙海岸,90947,1,1,245,5780,7021509644254076,532,132481317091389,726,3535271180205523,N,884,8
6345692204,5,王怡萱,0,057/05/03,塞浦路斯,8017,1,2,688,8823,947082995776234,731,8602340840963164,97,4500949231718359,Y,461,0
3222984564,4,王怡君,0,061/07/19,澳大利亞,11378,3,3,885,4304,406395844230457,322,4616226829357635,959,372195446101071,N,650,0
9429280631,4,楊懿,0,033/01/16,百慕達,11275,9,3,631,5389,5383139276338469,476,3344859842406500,189,180071660772503,N,327,0
6835822309,1,叢家瑋,0,081/11/08,巴基斯坦,69221,2,4,671,8910,8440530681733022,460,4396449234826754,637,3593261682229419,N,759,1
628976150,5,祝信宏,2,108/08/25,法屬玻里尼西亞,53682,2,1,0,7390,6260412449170803,292,922842236011509,988,4731000963815,Y,820,0
7246852461,2,黃佩君,2,101/04/16,瑞典,43853,3,2,209,7131,5715935848312711,988,7758843470651705,361,4702778490018,Y,597,1
51603151,6,楊佳蓉,0,027/06/16,墨西哥,18712,1,3,619,5399,8305238408522866,324,5798686999405729,454,30397529660221,Y,608,1
3078090787,3,孫美琪,0,095/07/12,法屬玻里尼西亞,6004,3,2,784,9898,9308698202246925,243,2481754097553345,469,349623513915891,N,128,1
5326447316,1,劉怡安,2,103/12/29,安圭拉,54128,5,1,706,6081,9585986695126053,310,5552911001216187,872,180057826975973,Y,272,0
6494233673,1,周俊賢,2,063/09/03,越南,79564,9,4,706,6685,677653156103166,887,6506799500105239,951,38426979437897,Y,571,0
3779314330,6,彭思穎,1,031/11/09,澳門,61207,4,5,284,5659,6561002658348842,405,3768174007276402,105,3505602214202886,Y,564,9
5393646007,6,韓雅涵,0,065/08/14,阿爾及利亞,4671,1,5,396,9368,3974077158697164,842,9906532454205590,598,2276714651333998,N,296,1
9185823013,6,王雅筑,0,021/05/11,墨西哥,33945,2,3,801,3762,6396316674688144,69,5431991609362263,11,3588197109738094,Y,958,8
4453700419,9,趙家瑋,1,091/01/05,加彭,82568,3,1,894,2577,3725337237852571,618,3510471986972451,496,3522011280181207,N,136,8
1202936163,3,賀佳穎,0,038/11/09,捷克,9060,3,2,309,5875,2344042615197274,245,9358196644229867,922,2294262728268498,Y,325,1
9825480400,1,劉志宏,0,096/09/19,西薩摩亞,57138,2,4,443,830,5347695826051507,791,3889368016550242,418,3569817281552582,N,925,9
5532065206,5,黎家豪,2,061/05/29,敘利亞,24674,3,1,838,657,900906922581162,728,4727309596965261,354,213194379864105,N,156,0
5309773534,3,印家銘,1,073/08/03,英國,39354,4,2,749,7935,6288213466038004,477,2142512917905291,785,3560216932111501,N,722,0
516322016,2,龐家瑋,0,072/08/01,紐西蘭,85959,5,3,60,3524,8324564792023503,184,3040714312766082,861,180046105289750,Y,371,8
6324658758,1,李龍,0,051/01/31,西班牙,80977,5,3,238,1719,7460067788810786,702,7408837805604959,496,4071279318049,N,50,0
5238741548,2,張雅萍,0,082/08/09,阿拉伯聯合大公國,97425,5,4,797,8900,6481959294036179,76,184453048364435,663,630452039690,N,996,0
7379012065,5,王宗翰,2,086/05/13,巴布亞紐幾內亞,37288,3,1,756,9237,6119219673240959,719,8892548948486593,587,30522849083701,Y,663,8
9910270436,4,朱淑芬,1,109/08/03,多米尼克,39950,9,3,217,5042,8083079350887412,863,4584503024519374,10,5350082903790569,Y,745,1
3444354175,9,王宜庭,1,062/11/29,阿路巴,31776,3,3,976,8008,9198144180254430,999,7787771890845023,142,4452248540333267,Y,73,8
9334441925,2,郭淑芬,2,069/07/31,土耳其,23104,9,3,941,6038,3062244186728609,57,9181367765309347,46,6011181258473828,Y,459,9
4760469162,3,李淑芬,2,054/09/05,美國,89724,5,1,909,6357,3606604681667341,616,6932235211102390,205,30592210294054,Y,729,1
10684540,6,吳雅筑,2,073/08/11,塞內加爾,64875,3,5,824,8447,2232364052136848,948,2466200364675749,277,569229316926,N,163,8
4169085232,2,吳美玲,0,014/09/18,加彭,14762,4,5,570,6677,382738997119968,453,2408696363065291,40,060465370827,N,727,1
7594693465,5,程慧君,2,044/07/16,波蘭,70776,9,4,523,3743,3159691612893920,981,273706158497752,89,4801338752756392,N,270,9
4532512437,3,鄭宗翰,0,105/09/09,依朗,32660,9,3,350,9106,9276243346694280,715,9833409342764217,174,4076341726176927,Y,593,9
7655483439,4,張鈺婷,2,075/03/04,阿路巴,7517,1,3,515,815,5015192570764101,484,1114722129901197,54,3514045253353518,N,443,1
3287854528,9,尹佩君,2,014/12/07,摩洛哥,36417,3,1,514,1479,5649683708493831,680,4944942750732435,327,213139971478747,N,826,0
6089880433,4,劉雅慧,1,080/07/13,幾內亞,3624,3,4,601,7937,6675796501621379,763,8202457961725846,223,3561998351935630,N,901,0
8201853918,4,蕭雅筑,0,099/01/04,比利時,34866,9,3,468,1463,3800751736441539,33,7820006370781023,187,30036757089501,N,124,0
3966485582,2,劉馨儀,0,059/04/05,烏干達,73441,5,3,630,1281,7062158124687797,857,4130160639081919,544,4829532653964233937,N,910,1
4502325486,4,黃惠雯,0,056/03/16,沙烏地阿拉伯,26921,9,1,351,3178,6554483791916317,271,9906356707975404,176,4743331364119225,Y,379,9
7328873460,3,陳佳穎,2,109/09/15,挪威,74128,5,1,672,1355,1845053453589687,424,2614057619819296,754,4982251441627,N,458,8
8329736247,3,王冠廷,2,050/12/11,挪威,21270,5,5,918,9117,1499269157492431,416,5696025830139722,111,4558878810968559,N,673,8
6345802989,1,葉雅文,2,032/10/21,布吉納法索,95607,3,4,839,7687,6973604062224747,229,2664175724365440,370,4025188622826,N,104,8
88593192,2,郭詩涵,0,086/02/15,摩爾多瓦,74711,4,2,74,8649,2522345964490707,309,1101010096504956,352,3518057420785486,Y,788,1
6892403505,3,周信宏,0,031/10/31,亞塞拜然,62022,3,1,199,6402,5546440868086531,347,4964817705590277,219,4541682464564775,N,905,0
2358293395,1,魏雅婷,1,086/05/11,孟加拉,51601,3,4,108,142,1076216850966412,398,1490605014243579,977,180001978883270,N,782,9
5974702269,1,王惠雯,1,036/11/23,亞塞拜然,5533,3,4,90,1298,2669307295439695,372,4631647787702679,666,4540307366414012258,N,384,1
4701682627,3,張詩涵,0,032/06/19,香港,36768,5,4,150,2457,9074431723595038,45,8835911463456115,241,4386928087708,Y,354,1
7159091256,2,石雅慧,2,025/06/15,阿爾巴尼亞,80771,5,5,376,1165,2542338508985673,714,4067266504765044,603,6564547817360055,Y,203,1
2928205267,4,李淑芬,0,104/07/05,開曼群島,34960,4,4,568,1268,4887484420885545,533,3927708465827719,327,4513782921220161,Y,969,8
899685723,4,趙家瑋,2,022/03/29,土耳其,86135,2,2,119,5573,8955337660527113,213,5963375470183453,920,3596137358416489,N,82,8
1499238559,3,劉怡安,0,016/10/24,巴哈馬,42053,9,1,17,3088,8267151245566855,49,9421498877749694,776,6594410523370567,Y,545,0
9125233464,3,黃雅婷,1,097/06/27,厄瓜多爾,5947,1,3,920,1569,7204000875795540,92,2258209701663717,979,340470385806652,N,37,8
7832771680,6,魏雅文,1,072/02/02,葉門,7986,2,3,357,2290,8275386457882782,244,9253985866796640,373,4223349027804184072,Y,843,8
8084908924,2,單宜君,2,096/04/12,新喀里多尼亞,23708,3,1,916,7875,9433610364340431,82,5268382298632115,321,6011710123646562,Y,892,8
7271309748,6,張家豪,2,064/03/02,聖露西亞,19752,2,5,844,8082,3570756449823060,127,2167923544482138,102,372519121973555,Y,366,8
9474207586,2,馬淑惠,0,108/10/27,台灣,12468,2,4,33,7940,2435926295056133,361,7114931033268436,405,4889606092346,Y,485,0
2235362068,2,王雅萍,2,020/08/03,塞浦路斯,22003,4,2,236,5205,9894326856307060,416,4265710554020481,897,30419363428364,Y,981,0
